ep.,num,start,end,キャラクター,字幕テキスト
14,17,"00:01:30,609","00:01:32,344",愛乃めぐみ,うん…
14,18,"00:01:32,344","00:01:34,713",愛乃めぐみ,でも フォーチュンが
14,18,"00:01:32,344","00:01:34,713",愛乃めぐみ,来てくれなかったら
14,19,"00:01:34,713","00:01:36,581",愛乃めぐみ,わたし やられてた…
14,20,"00:01:36,581","00:01:39,134",白雪ひめ,えっ?
14,20,"00:01:36,581","00:01:39,134",白雪ひめ,そんなにピンチだったの!?
14,21,"00:01:39,134","00:01:43,055",愛乃めぐみ,心配かけて ごめんね…
14,21,"00:01:39,134","00:01:43,055",愛乃めぐみ,でも だいじょうぶ!
14,22,"00:01:43,055","00:01:46,625",愛乃めぐみ,わたしと ひめと ゆうゆうの力を
14,22,"00:01:43,055","00:01:46,625",愛乃めぐみ,合わせれば!
14,23,"00:01:46,625","00:01:51,813",愛乃めぐみ,きっと… プリキュアハンターに…
14,24,"00:01:51,813","00:01:54,399",愛乃めぐみ,勝てる… と思う…
14,25,"00:01:54,399","00:01:59,688",大森ゆうこ,めぐみちゃん だいじょうぶ?
14,25,"00:01:54,399","00:01:59,688",白雪ひめ,めぐみ～ 元気出してよ～
14,26,"00:01:59,688","00:02:02,607",愛乃めぐみ,プリキュアハンターは強すぎるよ
14,27,"00:02:02,607","00:02:06,007",愛乃めぐみ,ちょっと プリキュアの自信
14,27,"00:02:02,607","00:02:06,007",愛乃めぐみ,なくしちゃったかも…
14,28,"00:02:09,197","00:02:11,433",ブルー,((ボクのせいだ…))
14,29,"00:02:11,433","00:02:17,456",ブルー,((すべての不幸の源は
14,29,"00:02:11,433","00:02:17,456",ブルー,ボクなのかもしれない…))
14,30,"00:02:17,456","00:02:20,756",ブルー,((めぐみ ありがとう…))
14,31,"00:02:22,327","00:02:25,864",愛乃めぐみ,神さま だいじょうぶ?
14,32,"00:02:25,864","00:02:28,767",愛乃めぐみ,わたしでいいなら相談にのるよ?
14,33,"00:02:28,767","00:02:34,172",ブルー,ありがとう めぐみ
14,33,"00:02:28,767","00:02:34,172",ブルー,ボクは だいじょうぶだよ…
14,34,"00:02:34,172","00:02:38,560",ブルー,たしかに ファントムは強い
14,34,"00:02:34,172","00:02:38,560",ブルー,でも それを心配して
14,35,"00:02:38,560","00:02:41,646",ブルー,暗い気持ちになったりするのは
14,35,"00:02:38,560","00:02:41,646",ブルー,よくないよ
14,36,"00:02:41,646","00:02:45,734",ブルー,幻影帝国の目的は
14,36,"00:02:41,646","00:02:45,734",ブルー,この世界を不幸にすることだ
14,37,"00:02:45,734","00:02:51,173",ブルー,だからこそ こちらが明るく楽しく
14,37,"00:02:45,734","00:02:51,173",ブルー,幸せでいることが大切なんだよ
14,38,"00:02:51,173","00:02:55,243",リボン,さすがブルーさまですわ!
14,38,"00:02:51,173","00:02:55,243",リボン,心配しすぎて不幸になったら
14,39,"00:02:55,243","00:02:57,646",リボン,それこそ相手の思うツボですわ!
14,40,"00:02:57,646","00:03:01,767",,暗くなっている場合じゃない!
14,40,"00:02:57,646","00:03:01,767",,何か楽しいことしよう!
14,41,"00:03:01,767","00:03:05,353",大森ゆうこ,おいしい楽しい潮干狩りは?
14,41,"00:03:01,767","00:03:05,353",愛乃めぐみ,そうだ!
14,42,"00:03:05,353","00:03:08,373",愛乃めぐみ,明日は子ども会の
14,42,"00:03:05,353","00:03:08,373",愛乃めぐみ,潮干狩り大会だった!
14,43,"00:03:08,373","00:03:12,961",白雪ひめ,潮干狩り?
14,43,"00:03:08,373","00:03:12,961",愛乃めぐみ,海で貝を拾って やいて
14,44,"00:03:12,961","00:03:16,031",愛乃めぐみ,みんなでワイワイ食べるんだよ
14,44,"00:03:12,961","00:03:16,031",白雪ひめ,わぁ…
14,45,"00:03:16,031","00:03:18,950",大森ゆうこ,おしょうゆが こげるかおりが
14,45,"00:03:16,031","00:03:18,950",大森ゆうこ,ステキなのよ
14,46,"00:03:18,950","00:03:22,170",大森ゆうこ,ごはん何杯でもいけちゃうの!
14,46,"00:03:18,950","00:03:22,170",白雪ひめ,マジで…
14,47,"00:03:22,170","00:03:24,790",白雪ひめ,行きたい!
14,47,"00:03:22,170","00:03:24,790",リボン,おいしそうですわ
14,48,"00:03:24,790","00:03:27,959",,≪[TEL]
14,48,"00:03:24,790","00:03:27,959",愛乃めぐみ,うん?
14,49,"00:03:27,959","00:03:31,079",愛乃めぐみ,誠司だ!
14,49,"00:03:27,959","00:03:31,079",相楽誠司, キュアライン 「よう!」
14,50,"00:03:31,079","00:03:33,849",愛乃めぐみ,もしかして
14,50,"00:03:31,079","00:03:33,849",愛乃めぐみ,潮干狩りのおさそいかな?
14,51,"00:03:33,849","00:03:37,549",相楽誠司,「当たりだ みんなで行くだろ?」
14,51,"00:03:33,849","00:03:37,549",愛乃めぐみ,もっちろん!
14,52,"00:03:41,039","00:03:43,959",氷川いおな,キュアフォーチュンです
14,52,"00:03:41,039","00:03:43,959",氷川いおな,『プリキュア』10周年…
14,53,"00:03:43,959","00:03:48,997",愛乃めぐみ,ありがとう!
14,53,"00:03:43,959","00:03:48,997",白雪ひめ,今日は『プリキュア』放送500回記念だよ
14,54,"00:03:48,997","00:03:54,936",白雪ひめ,すごごご～い みんなのおかげだよ
14,54,"00:03:48,997","00:03:54,936",氷川いおな,もう! ちゃんとやりなさいよ!
14,55,"00:03:54,936","00:03:59,608",大森ゆうこ,みなさん これからも『プリキュア』
14,55,"00:03:54,936","00:03:59,608","愛乃めぐみ,白雪ひめ,大森ゆうこ,氷川いおな",(4人)よろしくおねがいします!
14,56,"00:03:59,608","00:04:02,608",,♪♪～主題歌
14,56,"00:03:59,608","00:04:02,608",,『ハピネスチャージプリキュア!WOW!』
14,57,"00:07:31,069","00:07:34,469",リボン,≪バス バス バスガイド
14,57,"00:07:31,069","00:07:34,469",リボン,かわルンルン!≫
14,58,"00:07:37,292","00:07:39,527",愛乃めぐみ,みんな～ おっはよう!
14,59,"00:07:39,527","00:07:42,847",愛乃めぐみ,今日は わたしが
14,59,"00:07:39,527","00:07:42,847",愛乃めぐみ,みんなのバスガイドさんです!
14,60,"00:07:42,847","00:07:45,216",愛乃めぐみ,これからバスにのるからね～
14,61,"00:07:45,216","00:07:47,986",相楽誠司,点呼取るぞ～
14,61,"00:07:45,216","00:07:47,986",,ひめ～
14,62,"00:07:47,986","00:07:50,538",,フフッ
14,62,"00:07:47,986","00:07:50,538",相楽誠司,何だよ? その格好
14,63,"00:07:50,538","00:07:53,992",愛乃めぐみ,旅行をもり上げようと思って
14,63,"00:07:50,538","00:07:53,992",相楽真央,≪お兄ちゃん!
14,64,"00:07:53,992","00:07:58,596",相楽真央,まだ卓真が来てないよ
14,64,"00:07:53,992","00:07:58,596",卓真,≪オレはここにいるぞ!≫
14,65,"00:07:58,596","00:08:03,118",卓真,はやてのごとく かけつけて
14,65,"00:07:58,596","00:08:03,118",卓真,はやてのごとく貝をとる!
14,66,"00:08:03,118","00:08:06,387",卓真,仮面タクマー!
14,67,"00:08:06,387","00:08:09,257",,おぉ～!
14,67,"00:08:06,387","00:08:09,257",,またやってる!
14,68,"00:08:09,257","00:08:13,445",,卓真くんは ヒーローにあこがれてるの
14,68,"00:08:09,257","00:08:13,445",,そうなんだ
14,69,"00:08:13,445","00:08:17,766",卓真,この星の平和はオレが守る!
14,69,"00:08:13,445","00:08:17,766",相楽真央,そんなこと言っても
14,70,"00:08:17,766","00:08:21,653",相楽真央,何かあると すぐにげるじゃん
14,70,"00:08:17,766","00:08:21,653",相楽真央,すぐなくし
14,70,"00:08:17,766","00:08:21,653",卓真,グッ!
14,71,"00:08:21,653","00:08:25,774",卓真,そんなことない! 今までは
14,71,"00:08:21,653","00:08:25,774",卓真,まだ本気出してなかっただけで
14,72,"00:08:25,774","00:08:28,259",相楽真央,ウソばっかり
14,72,"00:08:25,774","00:08:28,259",卓真,ウソじゃない!
14,73,"00:08:28,259","00:08:31,980",愛乃めぐみ,あのね～
14,73,"00:08:28,259","00:08:31,980",愛乃めぐみ,実は わたしもヒーローなんだ
14,74,"00:08:31,980","00:08:34,415",,えっ!?
14,74,"00:08:31,980","00:08:34,415",白雪ひめ,ちょっと めぐみ!
14,75,"00:08:34,415","00:08:38,036",愛乃めぐみ,ひめ! わたしは 実は…
14,76,"00:08:38,036","00:08:39,721",愛乃めぐみ,めぐみマンなんだ!
14,77,"00:08:39,721","00:08:42,340",,えっ? そうだったの?
14,78,"00:08:42,340","00:08:44,726",卓真,お姉ちゃん
14,78,"00:08:42,340","00:08:44,726",卓真,ほんとにヒーローなのか?
14,79,"00:08:44,726","00:08:47,929",愛乃めぐみ,いざとなれば
14,79,"00:08:44,726","00:08:47,929",愛乃めぐみ,目からビーム出すよ!
14,80,"00:08:47,929","00:08:49,764",愛乃めぐみ,めぐビーム!
14,81,"00:08:49,764","00:08:53,568",卓真,だったらオレは
14,81,"00:08:49,764","00:08:53,568",卓真,スーパータクマカノン!
14,82,"00:08:53,568","00:08:57,188",愛乃めぐみ,仮面タクマー すごい!
14,82,"00:08:53,568","00:08:57,188",卓真,めぐみマンもな!
14,83,"00:08:57,188","00:08:59,574",白雪ひめ,女子なのにマンなのか～
14,84,"00:08:59,574","00:09:03,294",,もう めぐみちゃん
14,84,"00:08:59,574","00:09:03,294",卓真,卓真に合わせないでよ
14,85,"00:09:03,294","00:09:05,864",相楽誠司,そろそろ出発の時間だぞ
14,86,"00:09:05,864","00:09:10,235",愛乃めぐみ,あたしたちも行こう! とう!
14,86,"00:09:05,864","00:09:10,235",卓真,とぉー!
14,87,"00:09:10,235","00:09:14,506",愛乃めぐみ,♪♪「おいしい海が～
14,87,"00:09:10,235","00:09:14,506",愛乃めぐみ,いっぱいぱ～い」
14,88,"00:09:14,506","00:09:18,693",愛乃めぐみ,♪♪「ザックリ ザクザク 潮干狩り」
14,89,"00:09:18,693","00:09:22,864",愛乃めぐみ,♪♪「おいしく食べましょ 海の幸～」
14,90,"00:09:22,864","00:09:27,418",愛乃めぐみ,バスガイドの愛乃めぐみです!
14,90,"00:09:22,864","00:09:27,418",愛乃めぐみ,潮干狩り大会へ ようこそ!
14,91,"00:09:27,418","00:09:30,371",愛乃めぐみ,もり上がっていくよ～!
14,91,"00:09:27,418","00:09:30,371",子どもたち,わぁ～!
14,92,"00:09:30,371","00:09:32,874",白雪ひめ,テンション高っ!
14,92,"00:09:30,371","00:09:32,874",,かわいい～
14,93,"00:09:32,874","00:09:37,462",相楽真央,めぐみちゃん かわいい～
14,93,"00:09:32,874","00:09:37,462",卓真,ウッ… は… はきそう…
14,94,"00:09:37,462","00:09:39,531",,だいじょうぶ!?
14,95,"00:09:39,531","00:09:42,567",白雪ひめ,はい エチケット袋
14,95,"00:09:39,531","00:09:42,567",卓真,どうも…
14,96,"00:09:42,567","00:09:45,520",大森ゆうこ,アメなめる? スッキリするよ
14,97,"00:09:45,520","00:09:48,306",相楽真央,卓真ったら
14,97,"00:09:45,520","00:09:48,306",相楽真央,いっつも こうなんだから
14,98,"00:09:48,306","00:09:50,706",卓真,面目ない…
14,99,"00:09:52,193","00:09:57,182",,(3人)わぁ～! う～み～!
14,100,"00:09:57,182","00:10:01,052",相楽誠司,注目しろ～!
14,100,"00:09:57,182","00:10:01,052",大森ゆうこ,みんな集まって～!
14,101,"00:10:01,052","00:10:04,322",,みんな 準備はOKかな?
14,101,"00:10:01,052","00:10:04,322",子どもたち,は～い!
14,102,"00:10:04,322","00:10:08,193",卓真,バッチリだぜ!
14,102,"00:10:04,322","00:10:08,193",相楽真央,さっきまでグッタリしてたくせに
14,103,"00:10:08,193","00:10:13,014",大森ゆうこ,一番いっぱいとった人には
14,103,"00:10:08,193","00:10:13,014",大森ゆうこ,おおもりご飯特製やきおにぎり!
14,104,"00:10:13,014","00:10:15,867",大森ゆうこ,ダイナマイト大もりもりを
14,104,"00:10:13,014","00:10:15,867",大森ゆうこ,プレゼント!
14,105,"00:10:15,867","00:10:19,804",,おぉ～!
14,105,"00:10:15,867","00:10:19,804",大森ゆうこ,ジュージューやくよ ジュージュー
14,106,"00:10:19,804","00:10:23,274",大森ゆうこ,ほかにも おいしい参加賞を
14,106,"00:10:19,804","00:10:23,274",大森ゆうこ,いっぱい用意してるから
14,107,"00:10:23,274","00:10:25,960",大森ゆうこ,お楽しみにね～
14,107,"00:10:23,274","00:10:25,960",子どもたち,うわ～!
14,108,"00:10:25,960","00:10:29,614",,では では 潮干狩り大会
14,108,"00:10:25,960","00:10:29,614",,(2人)スタート!
14,109,"00:10:29,614","00:10:34,669",卓真,いっけ～! 仮面タクマー!
14,109,"00:10:29,614","00:10:34,669",卓真,ハマグリ ゲット アターック!
14,110,"00:10:34,669","00:10:36,938",,ウゥッ…
14,110,"00:10:34,669","00:10:36,938",,だいじょうぶ!?
14,111,"00:10:36,938","00:10:41,626",愛乃めぐみ,がんばれ! ヒーローは
14,111,"00:10:36,938","00:10:41,626",愛乃めぐみ,転んでも立ち上がるものだよ!
14,112,"00:10:41,626","00:10:44,579",卓真,おう!
14,112,"00:10:41,626","00:10:44,579",大森ゆうこ,はい タオル
14,113,"00:10:44,579","00:10:47,398",卓真,ど… どうも
14,114,"00:10:47,398","00:10:50,998",愛乃めぐみ,たよりにしてるよ 仮面タクマー
14,115,"00:10:53,187","00:10:54,822",卓真,まかせろ!
14,116,"00:10:54,822","00:10:58,693",卓真,相楽～
14,116,"00:10:54,822","00:10:58,693",卓真,オレ 今日 なんかモテモテだ
14,117,"00:10:58,693","00:11:02,764",相楽真央,へっ?
14,117,"00:10:58,693","00:11:02,764",卓真,この調子でがんばるぞ～!
14,118,"00:11:02,764","00:11:04,966",相楽真央,バッカじゃないの
14,119,"00:11:04,966","00:11:07,969",大森ゆうこ,これは おいしい
14,119,"00:11:04,966","00:11:07,969",リボン,ハマグリのパワーを…
14,120,"00:11:07,969","00:11:12,156","大森ゆうこ,リボン",(ゆうこ・リボン)感じますわ
14,120,"00:11:07,969","00:11:12,156",愛乃めぐみ,あたしは あっちで大量ゲットだ!
14,121,"00:11:12,156","00:11:14,208",白雪ひめ,これがハマグリかぁ～
14,122,"00:11:14,208","00:11:19,013",白雪ひめ,わっ! 水が出た!
14,122,"00:11:14,208","00:11:19,013",大森ゆうこ,生きのいい証拠だよ～
14,123,"00:11:19,013","00:11:22,450",卓真,よ～し
14,123,"00:11:19,013","00:11:22,450",卓真,今こそヒーローが活躍する時だ!
14,124,"00:11:22,450","00:11:26,471",卓真,ハマグリサーチ 起動!
14,124,"00:11:22,450","00:11:26,471",卓真,ロックオン!
14,125,"00:11:26,471","00:11:30,441",卓真,ハマグリ ゲット ストリーム!
14,125,"00:11:26,471","00:11:30,441",卓真,うお～!
14,126,"00:11:30,441","00:11:32,941",卓真,フィニーッシュ!
14,127,"00:11:34,696","00:11:37,348",白雪ひめ,少なっ!
14,127,"00:11:34,696","00:11:37,348",相楽真央,ほんとバカなんだから
14,128,"00:11:37,348","00:11:40,201",大森ゆうこ,ウフフッ…
14,128,"00:11:37,348","00:11:40,201",大森ゆうこ,貴重な1個だね
14,129,"00:11:40,201","00:11:43,021",大森ゆうこ,きっと おいしいよ～
14,129,"00:11:40,201","00:11:43,021",卓真,ヘヘ…
14,130,"00:11:43,021","00:11:46,624",卓真,よ～し 2人を
14,130,"00:11:43,021","00:11:46,624",卓真,仮面タクマー隊員にしてやろう!
14,131,"00:11:46,624","00:11:49,727",大森ゆうこ,えっ? いいの?
14,131,"00:11:46,624","00:11:49,727",愛乃めぐみ,光栄であります!
14,132,"00:11:49,727","00:11:53,364",卓真,めぐみマンと ゆうこマンの
14,132,"00:11:49,727","00:11:53,364",卓真,入隊を許可する!
14,133,"00:11:53,364","00:11:57,602",卓真,≪ハハハ ついにオレも隊長…
14,133,"00:11:53,364","00:11:57,602",卓真,クゥ～!≫
14,134,"00:11:57,602","00:11:59,687",卓真,ヒーローって最高だ～!
14,135,"00:11:59,687","00:12:03,174",卓真,大量ゲット
14,135,"00:11:59,687","00:12:03,174",卓真,スペシャル アターック!
14,136,"00:12:03,174","00:12:05,293",卓真,せっせっ… せっせっ…
14,137,"00:12:05,293","00:12:09,580",白雪ひめ,地道にがんばり始めた!
14,137,"00:12:05,293","00:12:09,580",大森ゆうこ,貝をとるには それが一番
14,138,"00:12:09,580","00:12:12,016",,せっせのせっせ
14,139,"00:12:12,016","00:12:15,203",愛乃めぐみ,隊長! 自分も
14,139,"00:12:12,016","00:12:15,203",愛乃めぐみ,地道にがんばるであります!
14,140,"00:12:15,203","00:12:18,389",卓真,たのむぞ めぐみマン!
14,140,"00:12:15,203","00:12:18,389",卓真,ヒメルダーもがんばれ!
14,141,"00:12:18,389","00:12:21,125",白雪ひめ,えっ?
14,141,"00:12:18,389","00:12:21,125",白雪ひめ,わたしは ひめマンじゃないの?
14,142,"00:12:21,125","00:12:25,880",相楽誠司,卓真のヤツ 楽しそうだな
14,142,"00:12:21,125","00:12:25,880",相楽真央,デレデレしちゃって バッカみたい
14,143,"00:12:25,880","00:12:29,550",相楽誠司,そう言うなって
14,143,"00:12:25,880","00:12:29,550",相楽誠司,あいつは いいヤツなんだ
14,144,"00:12:29,550","00:12:32,587",相楽誠司,いつも みんなの役に立ちたいって
14,144,"00:12:29,550","00:12:32,587",相楽誠司,思っててさ
14,145,"00:12:32,587","00:12:36,541",相楽真央,でも 失敗ばっかだよ?
14,145,"00:12:32,587","00:12:36,541",相楽誠司,そうだな
14,146,"00:12:36,541","00:12:39,627",相楽誠司,でもオレは
14,146,"00:12:36,541","00:12:39,627",相楽誠司,あいつのこと すきだぜ
14,147,"00:12:39,627","00:12:41,946",大森ゆうこ,任務完了で～す
14,148,"00:12:41,946","00:12:46,684",,隊長のハマグリサーチのおかげで
14,148,"00:12:41,946","00:12:46,684",,大量ゲットできました!
14,149,"00:12:46,684","00:12:50,355",卓真,うむ!
14,149,"00:12:46,684","00:12:50,355",愛乃めぐみ,めぐみマンも がんばったな!
14,150,"00:12:50,355","00:12:53,608",大森ゆうこ,ハマグリって すごいよね～
14,150,"00:12:50,355","00:12:53,608",卓真,すごい?
14,151,"00:12:53,608","00:12:55,960",大森ゆうこ,どういうことだ? ゆうこマン
14,152,"00:12:55,960","00:13:00,064",大森ゆうこ,やいてよし にてよし
14,152,"00:12:55,960","00:13:00,064",大森ゆうこ,小さいのに栄養満点で
14,153,"00:13:00,064","00:13:02,884",大森ゆうこ,みんなのために
14,153,"00:13:00,064","00:13:02,884",大森ゆうこ,活躍しているところ
14,154,"00:13:02,884","00:13:07,372",大森ゆうこ,タクマー隊長も同じですね
14,154,"00:13:02,884","00:13:07,372",卓真,おぉ～ たしかに!
14,155,"00:13:07,372","00:13:09,190",,隊長 すごいっす
14,156,"00:13:09,190","00:13:15,096",卓真,よ～し! みんなのために
14,156,"00:13:09,190","00:13:15,096",卓真,もっと もっと がんばるぞ～!
14,157,"00:13:15,096","00:13:17,665",オレスキー,ムムムッ!
14,157,"00:13:15,096","00:13:17,665",オレスキー,いかん! いかんぞ!
14,158,"00:13:17,665","00:13:19,917",オレスキー,あの浜辺は あぶな～い!
14,159,"00:13:19,917","00:13:23,871",オレスキー,わかいやる気が みちみちている!
14,159,"00:13:19,917","00:13:23,871",オレスキー,ナマケルダ!
14,160,"00:13:23,871","00:13:27,024",ナマケルダ,はい はい
14,160,"00:13:23,871","00:13:27,024",ナマケルダ,やる気が気に入らないのですね
14,161,"00:13:27,024","00:13:30,178",オレスキー,そうだ やる気のあるわかい芽は…
14,162,"00:13:30,178","00:13:33,147",ホッシーワ,オレさまの出世の
14,162,"00:13:30,178","00:13:33,147",ホッシーワ,さまたげになるものね
14,163,"00:13:33,147","00:13:36,968",オレスキー,おまえたち 分かってきたようだな
14,163,"00:13:33,147","00:13:36,968",オレスキー,オレさまのことが
14,164,"00:13:36,968","00:13:42,190",ホッシーワ,ええ めんどくさ男だってね
14,164,"00:13:36,968","00:13:42,190",ナマケルダ,ほんと めんどくさいですぞ
14,165,"00:13:42,190","00:13:46,594",オレスキー,いい感じになってきたぞ
14,165,"00:13:42,190","00:13:46,594",オレスキー,われらオレスキートリオは!
14,166,"00:13:46,594","00:13:50,765","ナマケルダ,ホッシーワ",(ナマケルダ・ホッシーワ)トリオ!?
14,166,"00:13:46,594","00:13:50,765",オレスキー,よし! やる気が出てきた!
14,167,"00:13:50,765","00:13:53,134",オレスキー,わかい芽 つむぞ～!
14,168,"00:13:53,134","00:13:55,534",ナマケルダ,1人で行っちゃいましたぞ
14,168,"00:13:53,134","00:13:55,534",ホッシーワ,ほんと めんどくさ男
14,169,"00:15:35,002","00:15:39,974",相楽誠司,よいしょっと…
14,169,"00:15:35,002","00:15:39,974",,(2人)わぁ～ ありがとう!
14,170,"00:15:39,974","00:15:44,829",相楽誠司,フゥ… そろそろ時間か…
14,171,"00:15:44,829","00:15:47,515",相楽誠司,よ～し みんな あと10分だ!
14,172,"00:15:47,515","00:15:49,717",,うん?
14,172,"00:15:47,515","00:15:49,717",,なに? あと10分?
14,173,"00:15:49,717","00:15:53,721",,隊長 ラストスパート
14,173,"00:15:49,717","00:15:53,721",,がんばりましょう!
14,173,"00:15:49,717","00:15:53,721",卓真,おう!
14,174,"00:15:53,721","00:15:57,658",相楽真央,卓真 えりちゃんが たいへんなの
14,174,"00:15:53,721","00:15:57,658",相楽真央,手伝って!
14,175,"00:15:57,658","00:16:00,344",卓真,なに!?
14,176,"00:16:00,344","00:16:02,396",大森ゆうこ,卓真くん えらいよね
14,177,"00:16:02,396","00:16:05,499",大森ゆうこ,ダレかの役に立とうと
14,177,"00:16:02,396","00:16:05,499",大森ゆうこ,がんばっているところ
14,178,"00:16:05,499","00:16:07,685",愛乃めぐみ,隊長 何してるの?
14,179,"00:16:07,685","00:16:10,221",大森ゆうこ,えりちゃんが
14,179,"00:16:07,685","00:16:10,221",大森ゆうこ,まだ少ししか とれてないから
14,180,"00:16:10,221","00:16:12,240",大森ゆうこ,真央ちゃんと手伝っているのよ
14,181,"00:16:12,240","00:16:15,843",愛乃めぐみ,わたしも隊長を手伝いたい!
14,181,"00:16:12,240","00:16:15,843",大森ゆうこ,じゃましちゃダメ
14,182,"00:16:15,843","00:16:19,096",大森ゆうこ,ここは隊長にまかせましょう
14,182,"00:16:15,843","00:16:19,096",愛乃めぐみ,え～?
14,183,"00:16:19,096","00:16:21,332",白雪ひめ,なるほど
14,183,"00:16:19,096","00:16:21,332",リボン,なるほどですわ
14,184,"00:16:21,332","00:16:24,602",大森ゆうこ,めぐみマンは
14,184,"00:16:21,332","00:16:24,602",大森ゆうこ,すきとか きらいとかに
14,185,"00:16:24,602","00:16:28,055",大森ゆうこ,もっと興味持ったほうがいいかも
14,185,"00:16:24,602","00:16:28,055",愛乃めぐみ,えっ?
14,186,"00:16:28,055","00:16:30,942",大森ゆうこ,さぁ いきますよ
14,186,"00:16:28,055","00:16:30,942",大森ゆうこ,ヒメルダー・めぐみマン!
14,187,"00:16:30,942","00:16:36,297",大森ゆうこ,お料理の準備しなくては!
14,187,"00:16:30,942","00:16:36,297",,わ～い ハマグリ ジュージュー
14,188,"00:16:36,297","00:16:40,697",愛乃めぐみ,すきとか きらいとか…?
14,189,"00:16:43,070","00:16:48,370",愛乃めぐみ,何だろう? 急に… あたし… 変?
14,190,"00:16:57,184","00:17:00,071",,あっ とれた!
14,190,"00:16:57,184","00:17:00,071",,ヒヒヒヒッ
14,191,"00:17:00,071","00:17:03,107",,うわ～ たくさ～ん
14,192,"00:17:03,107","00:17:07,495",,真央ちゃん・卓真くん ありがとう
14,192,"00:17:03,107","00:17:07,495",卓真,いいってことよ!
14,193,"00:17:07,495","00:17:12,066",,でも これじゃあ卓真くんより
14,193,"00:17:07,495","00:17:12,066",,わたしのほうが多くなっちゃうよ
14,194,"00:17:12,066","00:17:15,152",卓真,それでいいって
14,194,"00:17:12,066","00:17:15,152",,そんなの悪いよ
14,195,"00:17:15,152","00:17:18,406",,このままじゃ
14,195,"00:17:15,152","00:17:18,406",,わたしが一番になっちゃう
14,196,"00:17:18,406","00:17:21,909",,卓真くんのバケツ持ってくる!
14,196,"00:17:18,406","00:17:21,909",オレスキー,≪いかーん!≫
14,197,"00:17:21,909","00:17:24,629",オレスキー,≪せっかく一番になれるのに
14,197,"00:17:21,909","00:17:24,629",オレスキー,みすみす ゆずるなど≫
14,198,"00:17:24,629","00:17:28,716",オレスキー,≪おろかなお子さまよ…≫
14,198,"00:17:24,629","00:17:28,716",卓真,何者だ!?
14,199,"00:17:28,716","00:17:32,653",オレスキー,オレさま登場～!
14,199,"00:17:28,716","00:17:32,653",チョイアーク,チョイ チョ～イ
14,200,"00:17:32,653","00:17:34,338",卓真,相楽・えり!
14,201,"00:17:34,338","00:17:37,591",卓真,ここは仮面タクマーにまかせて
14,201,"00:17:34,338","00:17:37,591",卓真,にげろ!
14,201,"00:17:34,338","00:17:37,591",,でも…
14,202,"00:17:37,591","00:17:42,063",相楽真央,ダメだよ! 卓真もいっしょに
14,202,"00:17:37,591","00:17:42,063",相楽真央,鏡にされちゃうよ!
14,203,"00:17:42,063","00:17:46,067",オレスキー,女子2人の前で格好つける…
14,204,"00:17:46,067","00:17:49,253",オレスキー,そのような うらやましい行為は
14,205,"00:17:49,253","00:17:52,039",オレスキー,このオレスキーさまだけが
14,205,"00:17:49,253","00:17:52,039",オレスキー,ゆるされるのだ!
14,206,"00:17:52,039","00:17:54,208",相楽真央,また わたし～!?
14,207,"00:17:54,208","00:17:59,808",オレスキー,鏡に映る未来を最悪にかえろー!
14,208,"00:18:01,615","00:18:05,915",オレスキー,カモン サイアーク!
14,209,"00:18:08,089","00:18:09,990",オレスキー,サイア～ク!
14,210,"00:18:09,990","00:18:12,927",リボン,あっ! サイアークですわ!
14,211,"00:18:12,927","00:18:17,064",オレスキー,わかい芽をつめ!
14,211,"00:18:12,927","00:18:17,064",オレスキー,潮干狩りを台なしにするのだ!
14,212,"00:18:17,064","00:18:19,133",チョイアーク,チョ～イ!
14,212,"00:18:17,064","00:18:19,133",チョイアーク,チョイ チョ～イ!
14,213,"00:18:19,133","00:18:22,687",サイアーク,サイア～ク!
14,213,"00:18:19,133","00:18:22,687",,(一同)わぁ～!
14,214,"00:18:22,687","00:18:26,257",愛乃めぐみ,わっ! 隊長!
14,214,"00:18:22,687","00:18:26,257",,また真央ちゃんが!
14,215,"00:18:26,257","00:18:29,560",大森ゆうこ,隊長は2人を守ろうとしたんだね
14,216,"00:18:29,560","00:18:34,348",大森ゆうこ,みんな 隊長を助けよう!
14,217,"00:18:34,348","00:18:36,701",リボン,≪かわルンルン!≫
14,218,"00:18:36,701","00:18:44,942",,♪♪～
14,219,"00:18:44,942","00:18:48,929","愛乃めぐみ,白雪ひめ,大森ゆうこ",プリキュア
14,219,"00:18:44,942","00:18:48,929","愛乃めぐみ,白雪ひめ,大森ゆうこ",くるりんミラーチェンジ!
14,220,"00:18:48,929","00:19:08,983",,♪♪～
14,221,"00:19:08,983","00:19:19,009",,♪♪～
14,222,"00:19:19,009","00:19:30,287",,♪♪～
14,223,"00:19:30,287","00:19:34,187",愛乃めぐみ,世界に広がるビッグな愛!
14,224,"00:19:37,428","00:19:39,628",愛乃めぐみ,キュアラブリー!
14,225,"00:19:42,533","00:19:46,633",白雪ひめ,天空に舞う 蒼き風!
14,226,"00:19:49,473","00:19:52,073",白雪ひめ,キュアプリンセス!
14,227,"00:19:55,146","00:19:59,346",大森ゆうこ,大地に実る命の光!
14,228,"00:20:02,253","00:20:04,653",大森ゆうこ,キュアハニー!
14,229,"00:20:06,006","00:20:10,611","愛乃めぐみ,白雪ひめ,大森ゆうこ",ハピネス注入!
14,229,"00:20:06,006","00:20:10,611","愛乃めぐみ,白雪ひめ,大森ゆうこ",幸せチャージ!
